"url","year_make_model","source-logo src","odomoter","location","extra-long","url2","dealerName","title-status"
"https://www.cars.com/vehicledetail/d5a28317-ecc2-40a3-8ff6-19ebbc270e1f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1966 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","2,684 mi.","Fort Lauderdale, FL","/Red Interior Cobra-Branded Aluminum Valve Covers Dual Exhaust Afterma","https://www.cars.com/vehicledetail/d5a28317-ecc2-40a3-8ff6-19ebbc270e1f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Exotic Car Trader",""
"https://www.cars.com/vehicledetail/24f29a7e-4a96-4149-9014-9f4781178b08/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1964 Ford Thunderbird","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","15,633 mi.","O Fallon, IL","rican automotive design, the 1964 Ford Thunderbird. This remarkable ve","https://www.cars.com/vehicledetail/24f29a7e-4a96-4149-9014-9f4781178b08/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/715676ea-2967-4b65-b457-04103f4266bd/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1962 Mercedes-Benz 190SL","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","53,753 mi.","Simi Valley, CA","fun to drive and a true German Classic. Finished in a beautiful Ivory","https://www.cars.com/vehicledetail/715676ea-2967-4b65-b457-04103f4266bd/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","California Cars",""
"https://www.cars.com/vehicledetail/dd9e2703-9af2-45a3-95a5-17b22256a89c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1960 Ford Thunderbird","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","50,160 mi.","Austin, TX","g like the typical pre-owned dealer with the pitch 'We are in a pickle","https://www.cars.com/vehicledetail/dd9e2703-9af2-45a3-95a5-17b22256a89c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Leif Johnson Ford Inc.","Branded Title"
"https://www.cars.com/vehicledetail/68698aba-56ea-4b32-adcb-44d3b9e282d3/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1957 Chevrolet Corvette","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","756 mi.","Fort Lauderdale, FL","ite Exterior White Interior White Convertible Soft Top Dual-Quad Alumi","https://www.cars.com/vehicledetail/68698aba-56ea-4b32-adcb-44d3b9e282d3/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Exotic Car Trader",""
"https://www.cars.com/vehicledetail/fd78b61b-223e-4423-8871-5bd0c8675843/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1970 Oldsmobile Delta 88","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","77,127 mi.","Mission, KS","ciate by calling 913-362-7111 or come visit us at 6639 E Frontage Road","https://www.cars.com/vehicledetail/fd78b61b-223e-4423-8871-5bd0c8675843/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Country Hill Motors Of Merriam",""
"https://www.cars.com/vehicledetail/62090e6b-eb36-49dd-bece-cbbf5a101887/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1968 Volkswagen Beetle (Pre-1980)","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","1 mi.","Irving, TX","this back to an incredible level of craftsmanship! Flat 4 Cylinder 15","https://www.cars.com/vehicledetail/62090e6b-eb36-49dd-bece-cbbf5a101887/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Hopper Motorplex","Branded Title"
"https://www.cars.com/vehicledetail/2b23d184-a15e-485d-9b87-c1573306fd59/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1968 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","58,379 mi.","Grand Rapids, MI","classic black with a matching black vinyl top. The look is clean, agg","https://www.cars.com/vehicledetail/2b23d184-a15e-485d-9b87-c1573306fd59/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gr Auto Gallery",""
"https://www.cars.com/vehicledetail/05582b0c-2622-48ed-97c8-d1cff058dd53/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1968 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","11,320 mi.","O Fallon, IL","Coupe. Presented in Tahoe Turquoise, a period-correct color that highl","https://www.cars.com/vehicledetail/05582b0c-2622-48ed-97c8-d1cff058dd53/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/f3bb3ae3-61bc-4644-90f1-c18407cc8026/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1968 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","70,000 mi.","O Fallon, IL","Mustang Coupe. If youre looking for an eye catching, good running, 60","https://www.cars.com/vehicledetail/f3bb3ae3-61bc-4644-90f1-c18407cc8026/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/1d007a83-6e43-4971-a2a3-318fe7a6c220/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1967 Dodge Coronet 440","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","92,369 mi.","O Fallon, IL","0 Convertible, a remarkable blend of style, power, and nostalgia. This","https://www.cars.com/vehicledetail/1d007a83-6e43-4971-a2a3-318fe7a6c220/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/7d64d37d-53cd-4e30-85e4-f052cb5ca528/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1966 Ford Thunderbird","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","84,229 mi.","Bradenton, FL","ds out as a symbol of American automotive design celebrated for its lu","https://www.cars.com/vehicledetail/7d64d37d-53cd-4e30-85e4-f052cb5ca528/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Skyway Classics",""
"https://www.cars.com/vehicledetail/06da458f-7245-4eb3-b4f2-7516c2bf20a7/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1965 Plymouth Barracuda","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","78,437 mi.","Orwigsburg, PA","arracuda, a true icon of American muscle. This classic beauty is not j","https://www.cars.com/vehicledetail/06da458f-7245-4eb3-b4f2-7516c2bf20a7/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Rte 61 Classics And Toy Barn Llc",""
"https://www.cars.com/vehicledetail/30a9d5e1-8ebe-420a-b567-ad29abdb6817/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1965 Pontiac GTO","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","73,995 mi.","Sarasota, FL","is this stunning 1965 Pontiac GTO Convertible, one of the most celebr","https://www.cars.com/vehicledetail/30a9d5e1-8ebe-420a-b567-ad29abdb6817/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Classic Cars Of Sarasota","Branded Title"
"https://www.cars.com/vehicledetail/b28f6eb2-4d6d-4770-94a8-bc6d91af50be/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1955 Chevrolet 150","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","3,307 mi.","O Fallon, IL","150, a true icon of American automotive history. This classic beauty","https://www.cars.com/vehicledetail/b28f6eb2-4d6d-4770-94a8-bc6d91af50be/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/c494090c-11d4-4897-a39c-c24f60a46d14/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1955 Chevrolet 3100","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","17,550 mi.","Farmingdale, NY","y and one-of-a-kind 1955 Chevrolet 3100 Pick Up Truck. Options and upg","https://www.cars.com/vehicledetail/c494090c-11d4-4897-a39c-c24f60a46d14/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Motorcar Classics",""
"https://www.cars.com/vehicledetail/3c16bfe7-9996-40fc-ba36-5bdf17d6fd9c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1954 Lincoln Capri PS EXTRA CLEAN RARE","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","46,527 mi.","Burnsville, MN","OR SCROLL DOWN TO VIEW THE LINK BELOW..https://youtu.be/zok3pO0KLoA?si","https://www.cars.com/vehicledetail/3c16bfe7-9996-40fc-ba36-5bdf17d6fd9c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Ride Auto","Branded Title"
"https://www.cars.com/vehicledetail/858699ef-4feb-4001-9d88-8f5d68806830/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1950 Chevrolet 3100","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","25,000 mi.","O Fallon, IL","rolet 3100. What could be cooler than a five window 3100 Chevy? This c","https://www.cars.com/vehicledetail/858699ef-4feb-4001-9d88-8f5d68806830/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/3047fe08-fc9b-4af5-b2cf-3e7657b26d66/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1949 Chevrolet Pickup Truck","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","2,416 mi.","Farmingdale, NY","1949 Chevrolet 3100 5-Window Pickup, a fully restored and tastefully c","https://www.cars.com/vehicledetail/3047fe08-fc9b-4af5-b2cf-3e7657b26d66/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Motorcar Classics","Branded Title"
"https://www.cars.com/vehicledetail/96573844-b193-4bea-8f73-c30ecea2226e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1970 Ford Torino 429 Cobra Sports Roof","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","","Danville, PA","ruise-in or car show.  Very nice looking and driving classic muscle ca","https://www.cars.com/vehicledetail/96573844-b193-4bea-8f73-c30ecea2226e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Legacy Motors Auto Group Llc","Branded Title"
"https://www.cars.com/vehicledetail/35d0f342-06f2-414c-b692-48d0d0cf9fb7/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1967 Chevrolet Nova","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","30,960 mi.","Fort Lauderdale, FL","hite Interior Aftermarket Wheels Hercules White Letter Radial Tires Af","https://www.cars.com/vehicledetail/35d0f342-06f2-414c-b692-48d0d0cf9fb7/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Exotic Car Trader","Branded Title"
"https://www.cars.com/vehicledetail/84c88698-9cf4-44a7-8fd8-06a2b08e76b7/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1967 Chevrolet Camaro","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","66,965 mi.","Fort Lauderdale, FL","or  Black Vinyl Interior White Racing Stripes Camel Hump Heads Cowl In","https://www.cars.com/vehicledetail/84c88698-9cf4-44a7-8fd8-06a2b08e76b7/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Exotic Car Trader","Branded Title"
"https://www.cars.com/vehicledetail/c5858c1c-d88e-46a2-9d13-8757badab345/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1966 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","55,711 mi.","O Fallon, IL","6 Ford Mustang rides in with a bold red exterior that captures the spi","https://www.cars.com/vehicledetail/c5858c1c-d88e-46a2-9d13-8757badab345/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/b57f2727-2bb4-4e0e-b7be-44730de22eb0/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1966 Chevrolet El Camino","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","","Volo, IL","aking us the oldest classic car dealership in America. Special thank y","https://www.cars.com/vehicledetail/b57f2727-2bb4-4e0e-b7be-44730de22eb0/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Volo Museum Auto Sales","Branded Title"
"https://www.cars.com/vehicledetail/8403dc64-5ea0-4960-b6a6-baa24610751a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1965 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","96,805 mi.","Cleburne, TX","","","Jeff England Motor Company",""
"https://www.cars.com/vehicledetail/0a572c5c-c071-467e-bf16-59f03145425d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1965 Ford Mustang","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","8,894 mi.","Fort Lauderdale, FL","or Black Interior Black Convertible Soft Top Silver Dual Racing Stripe","https://www.cars.com/vehicledetail/0a572c5c-c071-467e-bf16-59f03145425d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Exotic Car Trader","Branded Title"
"https://www.cars.com/vehicledetail/f87bbd48-51f4-421d-8b32-f03ab2f4521f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1964 Chevrolet Nova","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","173 mi.","O Fallon, IL","is iconic vehicle stands out with its vibrant yellow exterior, a color","https://www.cars.com/vehicledetail/f87bbd48-51f4-421d-8b32-f03ab2f4521f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Gateway Classic Cars",""
"https://www.cars.com/vehicledetail/f2eee99f-12b4-4d90-94f2-ce66d3d0a9a2/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1962 Chevrolet Nova","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","59,077 mi.","Bedford, VA","","https://www.cars.com/vehicledetail/f2eee99f-12b4-4d90-94f2-ce66d3d0a9a2/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","East Coast Auto Source",""
"https://www.cars.com/vehicledetail/e5a357c4-e6bd-4324-b14b-11913fc028bd/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1961 Chevrolet Apache","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","58,102 mi.","Fort Lauderdale, FL","-On-The-Treeâ RWD Royal Blue/Silver Exterior Cream Vinyl Interior Stee","https://www.cars.com/vehicledetail/e5a357c4-e6bd-4324-b14b-11913fc028bd/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Exotic Car Trader","Branded Title"
"https://www.cars.com/vehicledetail/a2281fa0-5512-4d60-ae31-eb43143eda8c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1958 Ford Ranch","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","62,571 mi.","Bradenton, FL","merged the comfort of a passenger car with the utility of a pickup tru","https://www.cars.com/vehicledetail/a2281fa0-5512-4d60-ae31-eb43143eda8c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Skyway Classics",""
"https://www.cars.com/vehicledetail/aa489175-d7a0-4523-8df4-fdde44be7a40/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1970 Chevrolet C10/K10","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","584 mi.","Volo, IL","ed in 1960, making us the oldest classic car dealership in America. Sp","https://www.cars.com/vehicledetail/aa489175-d7a0-4523-8df4-fdde44be7a40/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Volo Museum Auto Sales","Branded Title"
"https://www.cars.com/vehicledetail/c2c1880e-08a3-4cdd-aa3e-01adf600d204/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1970 Chevrolet C10/K10 LS3 CUSTOM RESTOMOD","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","5,159 mi.","Carrollton, TX","spared during the making of this truly amazing build.Features Include","https://www.cars.com/vehicledetail/c2c1880e-08a3-4cdd-aa3e-01adf600d204/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Earth Motorcars / Lotus Of Dallas",""
"https://www.cars.com/vehicledetail/8729b8cb-37dc-482c-9db9-d161945702f8/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","1970 Chevrolet Chevelle SS","https://static.autotempest.com/prod/build/main/img/source-logos/cm-logo.70c5d1e4.png","","Volo, IL","ed in 1960, making us the oldest classic car dealership in America. Sp","https://www.cars.com/vehicledetail/8729b8cb-37dc-482c-9db9-d161945702f8/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE","Volo Museum Auto Sales","Branded Title"
